Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
817,41,Female,Hat,Accessories,41,Hawaii,M,Red,Summer,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Fortnightly
818,48,Female,Sweater,Clothing,63,Louisiana,L,Purple,Spring,2.9,Yes,Store Pickup,Yes,Yes,22,PayPal,Quarterly
819,54,Male,Sneakers,Footwear,66,Georgia,S,Silver,Winter,4.9,Yes,Standard,Yes,Yes,3,PayPal,Annually
820,51,Male,Boots,Footwear,43,Colorado,M,Olive,Fall,2.9,No,2-Day Shipping,No,Yes,47,Cash,Bi-Weekly
821,22,Male,Jacket,Outerwear,46,Louisiana,M,Blue,Fall,2.7,Yes,Standard,Yes,Yes,12,PayPal,Weekly
822,46,Male,Sunglasses,Accessories,32,California,M,Blue,Summer,3.9,No,Express,No,Yes,37,Bank Transfer,Annually
823,66,Female,Dress,Clothing,72,Florida,L,Blue,Spring,3.3,No,2-Day Shipping,No,No,16,Debit Card,Fortnightly
824,39,Female,Rain Jacket,Outerwear,34,Arizona,M,Blue,Winter,3.3,No,Next Day Air,Yes,Yes,11,Venmo,Quarterly
825,61,Female,Shorts,Clothing,63,Ohio,M,Purple,Winter,4.4,Yes,Standard,No,No,49,Debit Card,Quarterly
826,24,Female,Heels,Footwear,39,Arkansas,M,Purple,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Quarterly
827,59,Female,Coat,Outerwear,53,Alabama,L,Green,Spring,3.3,No,Store Pickup,No,No,19,PayPal,Annually
828,43,Female,Skirt,Clothing,27,New Hampshire,L,Turquoise,Fall,4.4,Yes,Store Pickup,Yes,Yes,13,Bank Transfer,Bi-Weekly
829,34,Female,Jacket,Outerwear,61,New Hampshire,XL,Teal,Spring,4.5,No,Standard,Yes,Yes,4,Cash,Fortnightly
830,38,Female,Handbag,Accessories,69,Colorado,XL,Olive,Summer,5.0,No,Express,Yes,Yes,3,Bank Transfer,Monthly
831,35,Female,Belt,Accessories,34,Alabama,M,Black,Summer,4.9,No,Free Shipping,Yes,Yes,37,Credit Card,Annually
832,30,Male,Sunglasses,Accessories,61,Texas,L,Red,Summer,4.2,Yes,Express,No,No,49,PayPal,Bi-Weekly
833,31,Male,Rain Jacket,Outerwear,49,New York,L,Teal,Spring,4.2,No,Standard,Yes,Yes,8,Venmo,Bi-Weekly
834,44,Female,Scarf,Accessories,26,Mississippi,S,Red,Summer,2.5,No,Express,No,No,18,Debit Card,Monthly
835,58,Male,Sweater,Clothing,91,Arizona,S,Pink,Winter,3.9,No,2-Day Shipping,Yes,Yes,48,Venmo,Bi-Weekly
836,45,Female,Scarf,Accessories,39,Ohio,L,Black,Spring,4.1,No,Next Day Air,No,Yes,25,Debit Card,Monthly
837,18,Female,Blouse,Clothing,48,Arkansas,XL,Turquoise,Summer,4.6,No,2-Day Shipping,No,Yes,49,Debit Card,Monthly
838,63,Male,Sneakers,Footwear,46,Missouri,M,White,Winter,3.8,Yes,Free Shipping,No,Yes,20,Credit Card,Fortnightly
839,60,Male,Boots,Footwear,40,New Hampshire,L,Olive,Spring,4.4,Yes,Free Shipping,No,Yes,24,Venmo,Quarterly
840,65,Male,Handbag,Accessories,77,New York,XL,Purple,Spring,4.4,Yes,Express,Yes,Yes,32,Debit Card,Bi-Weekly
841,51,Male,Sneakers,Footwear,35,Alabama,L,Teal,Fall,3.0,Yes,2-Day Shipping,No,No,16,Debit Card,Weekly
842,47,Male,Skirt,Clothing,73,Delaware,S,Green,Summer,4.9,Yes,Next Day Air,No,Yes,44,Venmo,Bi-Weekly
843,59,Female,Handbag,Accessories,55,Washington,L,Maroon,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,8,Debit Card,Fortnightly
844,26,Female,Blouse,Clothing,96,Montana,L,Green,Fall,4.6,No,Free Shipping,Yes,Yes,33,Cash,Bi-Weekly
845,69,Male,Jacket,Outerwear,40,Kentucky,XL,Purple,Summer,3.5,No,Standard,No,Yes,50,Venmo,Monthly
846,19,Female,Jeans,Clothing,72,Maine,XL,Red,Spring,2.9,Yes,Standard,Yes,Yes,5,PayPal,Weekly
847,25,Female,Scarf,Accessories,88,New York,M,Gray,Summer,3.7,No,Free Shipping,No,No,39,Bank Transfer,Bi-Weekly
848,24,Female,Jewelry,Accessories,93,Montana,M,Olive,Spring,4.5,Yes,Free Shipping,Yes,Yes,47,Venmo,Bi-Weekly
849,43,Female,Shirt,Clothing,48,West Virginia,M,Violet,Summer,4.3,No,Store Pickup,No,Yes,20,PayPal,Monthly
850,60,Male,Skirt,Clothing,100,Maine,M,Pink,Winter,2.9,Yes,Free Shipping,Yes,Yes,25,Credit Card,Weekly
851,54,Female,Belt,Accessories,44,Ohio,XL,Lavender,Spring,3.6,No,2-Day Shipping,No,Yes,47,Credit Card,Bi-Weekly
852,67,Female,Coat,Outerwear,52,Arkansas,XL,Lavender,Winter,4.2,No,2-Day Shipping,No,Yes,50,Credit Card,Quarterly
853,59,Male,Sandals,Footwear,49,New York,S,White,Summer,2.8,No,Standard,No,No,35,Venmo,Annually
854,29,Female,Sneakers,Footwear,48,Arizona,S,Purple,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,34,Credit Card,Annually
855,32,Male,Coat,Outerwear,32,Georgia,M,Olive,Spring,3.9,No,Free Shipping,No,Yes,25,Credit Card,Quarterly
856,51,Female,Scarf,Accessories,61,Oregon,L,Gray,Winter,3.1,No,Free Shipping,Yes,Yes,3,PayPal,Fortnightly
857,27,Female,Sneakers,Footwear,70,Wyoming,XL,Silver,Spring,3.1,No,Express,Yes,Yes,17,Cash,Quarterly
858,25,Male,Flats,Footwear,38,Georgia,L,Teal,Winter,4.1,No,2-Day Shipping,Yes,Yes,49,Bank Transfer,Annually
859,48,Male,Belt,Accessories,35,California,XL,Turquoise,Winter,4.7,No,Standard,Yes,Yes,24,Credit Card,Weekly
860,58,Female,Hat,Accessories,41,Colorado,XL,Violet,Spring,3.8,Yes,Store Pickup,No,Yes,42,PayPal,Bi-Weekly
861,45,Female,Sweater,Clothing,55,Washington,L,Gold,Summer,3.5,No,Standard,Yes,Yes,0,Venmo,Bi-Weekly
862,69,Female,Heels,Footwear,83,Louisiana,XL,Gold,Winter,5.0,No,2-Day Shipping,No,No,2,Debit Card,Weekly
863,55,Male,Sweater,Clothing,50,Hawaii,XL,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,25,Bank Transfer,Bi-Weekly
864,67,Female,Shirt,Clothing,92,Wyoming,S,Teal,Winter,3.2,No,Express,No,No,22,Bank Transfer,Monthly
865,40,Male,Rain Jacket,Outerwear,26,Arkansas,XL,Gold,Spring,3.0,No,Store Pickup,No,No,49,Cash,Quarterly
866,23,Female,Coat,Outerwear,60,Missouri,S,Black,Fall,3.3,No,Store Pickup,Yes,Yes,48,PayPal,Fortnightly
867,34,Female,Parka,Outerwear,76,Hawaii,M,Pink,Summer,2.5,Yes,2-Day Shipping,No,No,48,Debit Card,Annually
868,29,Female,Shirt,Clothing,31,Massachusetts,XL,Gold,Spring,4.3,No,Next Day Air,Yes,Yes,24,Venmo,Bi-Weekly
869,70,Female,Coat,Clothing,48,New York,S,Olive,Spring,4.2,No,Express,No,Yes,44,Cash,Fortnightly
870,32,Female,Sneakers,Footwear,21,Missouri,M,Gray,Fall,4.6,No,2-Day Shipping,Yes,Yes,26,Cash,Annually
871,55,Female,Jewelry,Accessories,53,Colorado,L,Gold,Fall,3.4,Yes,Standard,No,Yes,44,Cash,Monthly
872,70,Male,Sandals,Footwear,84,Colorado,XL,Teal,Winter,4.5,Yes,Store Pickup,No,Yes,29,Credit Card,Annually
873,21,Female,Scarf,Accessories,95,New Hampshire,S,Pink,Winter,3.9,Yes,Standard,No,Yes,4,Bank Transfer,Monthly
874,22,Female,Jacket,Outerwear,96,Alabama,XL,Turquoise,Fall,3.0,No,Standard,No,No,14,Debit Card,Annually
875,44,Male,Jacket,Outerwear,98,Maine,L,White,Winter,4.0,No,Store Pickup,Yes,Yes,46,Cash,Fortnightly
876,56,Male,Sandals,Footwear,83,Washington,S,Teal,Winter,2.7,No,2-Day Shipping,No,No,24,Bank Transfer,Quarterly
877,26,Female,Sandals,Footwear,59,Hawaii,M,Charcoal,Summer,3.7,Yes,Standard,No,Yes,14,Credit Card,Bi-Weekly
878,58,Male,Rain Jacket,Outerwear,32,Mississippi,L,Gray,Winter,5.0,Yes,Store Pickup,No,Yes,10,Venmo,Annually
879,18,Male,Rain Jacket,Outerwear,59,Kentucky,L,Black,Spring,3.0,No,Free Shipping,Yes,Yes,22,Venmo,Bi-Weekly
880,27,Female,Flats,Footwear,42,Mississippi,M,Lavender,Winter,4.1,Yes,Standard,No,Yes,22,Bank Transfer,Fortnightly
881,55,Male,Shorts,Clothing,44,Florida,M,Teal,Fall,4.8,No,Next Day Air,Yes,Yes,42,Debit Card,Weekly
882,39,Male,Coat,Outerwear,50,Alabama,M,Silver,Winter,3.4,No,Store Pickup,Yes,Yes,33,Venmo,Bi-Weekly
883,59,Female,Hat,Accessories,45,Missouri,L,Turquoise,Fall,4.4,No,Store Pickup,No,No,27,PayPal,Weekly
884,49,Male,Handbag,Accessories,61,California,XL,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,33,Venmo,Fortnightly
885,23,Female,Boots,Footwear,26,California,S,Maroon,Summer,3.5,No,2-Day Shipping,Yes,Yes,43,PayPal,Bi-Weekly
886,50,Male,Jacket,Outerwear,47,Rhode Island,XL,Pink,Spring,4.3,Yes,Store Pickup,Yes,Yes,31,Cash,Annually
887,58,Male,Skirt,Clothing,46,Colorado,S,Violet,Winter,4.8,No,Free Shipping,No,Yes,23,PayPal,Weekly
888,27,Male,Heels,Footwear,53,New Hampshire,L,Purple,Summer,3.5,Yes,Next Day Air,No,No,17,Cash,Quarterly
889,34,Male,Handbag,Accessories,77,Oregon,M,Black,Winter,2.8,No,Express,Yes,Yes,34,Credit Card,Fortnightly
890,65,Female,Belt,Accessories,88,Missouri,L,Gold,Winter,4.4,No,Free Shipping,Yes,Yes,35,PayPal,Fortnightly
891,26,Male,Scarf,Accessories,33,Rhode Island,M,Maroon,Fall,3.0,Yes,Free Shipping,No,No,28,Bank Transfer,Fortnightly
892,46,Male,Sneakers,Footwear,60,Maine,S,Turquoise,Summer,4.6,No,Free Shipping,No,No,12,Bank Transfer,Weekly
893,43,Female,Boots,Footwear,84,Massachusetts,M,Pink,Spring,3.3,No,Express,No,Yes,15,Debit Card,Annually
894,36,Male,Heels,Footwear,60,Maine,S,Black,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,46,Credit Card,Monthly
895,20,Male,Shirt,Clothing,20,Delaware,S,Maroon,Fall,4.4,Yes,Free Shipping,Yes,Yes,36,Debit Card,Weekly
896,19,Female,Belt,Accessories,98,Delaware,XL,Olive,Fall,4.0,No,Store Pickup,No,No,9,PayPal,Annually
897,41,Male,Boots,Footwear,42,Delaware,L,Pink,Summer,4.4,No,Standard,Yes,Yes,2,PayPal,Quarterly
898,63,Male,Sunglasses,Accessories,100,Hawaii,M,Silver,Fall,4.7,No,Store Pickup,No,No,24,PayPal,Monthly
899,39,Female,Sunglasses,Accessories,87,Montana,M,Purple,Spring,3.9,No,Next Day Air,No,No,41,Credit Card,Fortnightly
900,43,Male,Handbag,Accessories,89,Ohio,XL,Violet,Fall,2.6,Yes,Standard,Yes,Yes,42,PayPal,Annually
901,45,Male,Handbag,Accessories,46,Delaware,M,Gold,Spring,4.1,Yes,Free Shipping,No,No,29,Cash,Bi-Weekly
902,26,Female,Jacket,Outerwear,32,Massachusetts,S,Gray,Winter,4.8,Yes,Standard,Yes,Yes,20,Credit Card,Fortnightly
903,65,Male,Boots,Footwear,28,Hawaii,L,Lavender,Fall,3.3,Yes,Standard,No,Yes,35,Cash,Fortnightly
904,28,Female,Pants,Clothing,99,New Hampshire,M,Blue,Summer,4.2,Yes,Express,Yes,Yes,28,Venmo,Weekly
905,26,Female,Scarf,Accessories,81,Wyoming,S,Green,Fall,4.0,Yes,Next Day Air,Yes,Yes,31,Bank Transfer,Annually
906,40,Female,Coat,Clothing,28,Wyoming,M,Violet,Fall,4.8,Yes,Store Pickup,Yes,Yes,40,Credit Card,Monthly
907,63,Male,Rain Jacket,Outerwear,22,Florida,XL,Pink,Summer,4.6,Yes,2-Day Shipping,No,Yes,31,Credit Card,Fortnightly
908,21,Male,Parka,Outerwear,77,New Hampshire,L,Maroon,Summer,4.4,No,Store Pickup,Yes,Yes,21,Debit Card,Weekly
909,26,Male,Dress,Clothing,68,Montana,XL,Silver,Fall,2.6,No,Store Pickup,No,No,23,Debit Card,Quarterly
910,44,Female,Boots,Footwear,53,California,M,Blue,Summer,3.2,No,Store Pickup,Yes,Yes,42,Credit Card,Annually
911,25,Male,Sandals,Footwear,51,Massachusetts,M,Green,Winter,2.9,Yes,Express,Yes,Yes,0,Bank Transfer,Weekly
912,65,Female,Jeans,Clothing,94,Ohio,XL,Teal,Winter,4.0,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Weekly
913,29,Male,Blouse,Clothing,75,Georgia,M,Purple,Winter,4.3,No,Standard,Yes,Yes,30,Cash,Bi-Weekly
914,49,Male,Belt,Accessories,95,Maine,XL,Pink,Winter,2.7,Yes,Standard,Yes,Yes,34,Debit Card,Fortnightly
915,62,Male,Shirt,Clothing,43,Arkansas,M,Pink,Fall,4.1,No,2-Day Shipping,No,No,13,PayPal,Monthly
916,70,Female,Heels,Footwear,20,Ohio,L,Violet,Spring,2.7,Yes,Next Day Air,No,Yes,39,PayPal,Weekly
917,61,Female,Sweater,Clothing,60,Texas,L,Black,Summer,4.3,No,Next Day Air,No,No,23,PayPal,Monthly
918,66,Female,Coat,Outerwear,49,Texas,M,Maroon,Summer,3.5,No,Standard,No,No,29,PayPal,Fortnightly
919,27,Female,Handbag,Accessories,37,Arkansas,XL,Turquoise,Fall,3.4,No,Store Pickup,Yes,Yes,9,Debit Card,Fortnightly
920,31,Male,Skirt,Clothing,80,Oregon,L,Teal,Spring,2.6,No,Free Shipping,No,No,14,Cash,Quarterly
921,56,Female,Scarf,Accessories,40,Alabama,S,Green,Winter,2.7,No,Store Pickup,No,No,9,Cash,Annually
922,49,Male,Scarf,Accessories,21,Missouri,M,Teal,Summer,4.2,No,2-Day Shipping,Yes,Yes,38,Cash,Annually
923,36,Female,Coat,Outerwear,67,Texas,XL,Black,Winter,3.6,No,Free Shipping,Yes,Yes,20,Bank Transfer,Fortnightly
924,38,Female,Parka,Outerwear,93,Arkansas,M,Turquoise,Summer,4.5,Yes,Store Pickup,Yes,Yes,15,PayPal,Annually
925,48,Male,Jacket,Outerwear,69,Arizona,M,Teal,Winter,3.8,No,2-Day Shipping,No,Yes,28,PayPal,Fortnightly
926,68,Female,Boots,Footwear,27,Alabama,M,Olive,Winter,3.3,No,2-Day Shipping,Yes,Yes,50,Credit Card,Monthly
927,49,Female,Sneakers,Footwear,96,Florida,S,Violet,Winter,4.3,Yes,2-Day Shipping,No,Yes,50,PayPal,Quarterly
928,62,Male,Parka,Outerwear,46,Oregon,L,Gray,Winter,4.1,No,Express,No,No,49,Cash,Quarterly
929,58,Female,Heels,Footwear,76,Arizona,L,White,Summer,3.6,Yes,Store Pickup,No,No,10,Debit Card,Fortnightly
930,38,Male,Blouse,Clothing,61,California,XL,Green,Spring,3.3,No,2-Day Shipping,Yes,Yes,40,PayPal,Bi-Weekly
931,38,Female,Boots,Footwear,98,Arizona,S,Violet,Summer,3.9,Yes,2-Day Shipping,Yes,Yes,46,Bank Transfer,Bi-Weekly
932,26,Female,Sweater,Clothing,37,Oregon,S,Red,Spring,4.9,Yes,Express,No,No,21,Venmo,Quarterly
933,39,Male,Scarf,Accessories,89,Maine,XL,Silver,Spring,3.9,Yes,Free Shipping,No,Yes,7,Credit Card,Fortnightly
934,33,Male,Blouse,Clothing,48,Alabama,S,Maroon,Spring,4.4,Yes,Free Shipping,No,No,24,Bank Transfer,Bi-Weekly
935,43,Male,Rain Jacket,Outerwear,23,Georgia,XL,Black,Winter,3.0,Yes,Free Shipping,Yes,Yes,37,PayPal,Weekly
936,40,Male,Coat,Outerwear,70,Montana,M,Gray,Summer,3.2,No,2-Day Shipping,No,Yes,12,Debit Card,Monthly
937,39,Male,Parka,Outerwear,70,Rhode Island,L,Lavender,Winter,3.6,No,Free Shipping,Yes,Yes,7,Venmo,Quarterly
938,69,Male,Sneakers,Footwear,92,Washington,L,Purple,Summer,3.4,Yes,Store Pickup,Yes,Yes,36,Credit Card,Fortnightly
939,50,Male,Jacket,Outerwear,47,Wyoming,L,Purple,Fall,4.9,No,Store Pickup,No,No,25,Debit Card,Fortnightly
940,49,Female,Coat,Outerwear,29,Florida,S,Gray,Winter,4.0,Yes,Standard,Yes,Yes,19,PayPal,Quarterly
941,64,Male,Blouse,Clothing,67,Montana,M,Charcoal,Summer,2.7,No,Store Pickup,Yes,Yes,19,Venmo,Weekly
942,37,Male,Rain Jacket,Outerwear,46,Rhode Island,S,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,29,Debit Card,Bi-Weekly
943,53,Female,Jacket,Outerwear,92,Alabama,S,Turquoise,Spring,2.7,No,Express,Yes,Yes,31,PayPal,Quarterly
944,44,Male,Blouse,Clothing,28,Arizona,L,Violet,Fall,3.0,No,Express,No,Yes,15,Bank Transfer,Quarterly
945,69,Male,Skirt,Clothing,91,Colorado,XL,Olive,Winter,3.2,Yes,2-Day Shipping,No,No,30,Debit Card,Fortnightly
946,41,Female,Boots,Footwear,64,New Hampshire,M,Silver,Summer,3.7,No,Standard,Yes,Yes,43,PayPal,Bi-Weekly
947,52,Female,Rain Jacket,Outerwear,31,Florida,L,Turquoise,Summer,4.8,No,Next Day Air,Yes,Yes,2,Credit Card,Annually
948,58,Male,Coat,Outerwear,93,Oregon,M,Silver,Winter,4.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Annually
949,18,Female,Sneakers,Footwear,62,Alabama,S,Teal,Summer,3.9,No,2-Day Shipping,No,Yes,36,Credit Card,Bi-Weekly
950,44,Male,Flats,Footwear,39,Colorado,M,Gray,Winter,3.7,Yes,Store Pickup,No,Yes,48,PayPal,Monthly
951,70,Male,Shirt,Clothing,23,Kentucky,S,Violet,Winter,3.0,Yes,Express,No,No,7,PayPal,Monthly
952,60,Female,Dress,Clothing,63,Delaware,L,Purple,Summer,3.6,No,Store Pickup,Yes,Yes,43,PayPal,Weekly
953,49,Female,Jacket,Outerwear,52,Colorado,XL,Silver,Winter,3.6,No,Store Pickup,No,Yes,24,Venmo,Quarterly
954,66,Male,Belt,Accessories,89,Massachusetts,S,Olive,Winter,3.6,No,Free Shipping,No,Yes,20,Credit Card,Annually
955,67,Female,Heels,Footwear,72,Rhode Island,S,Turquoise,Winter,4.8,No,Express,Yes,Yes,29,Credit Card,Bi-Weekly
956,54,Female,Dress,Clothing,94,Rhode Island,XL,Pink,Fall,3.2,Yes,Express,No,No,27,Venmo,Bi-Weekly
957,27,Male,Flats,Footwear,82,Louisiana,S,Silver,Spring,4.4,Yes,Standard,Yes,Yes,14,Credit Card,Bi-Weekly
958,55,Female,Flats,Footwear,34,Rhode Island,M,Turquoise,Spring,4.4,Yes,Next Day Air,No,No,50,Bank Transfer,Quarterly
959,19,Female,Skirt,Clothing,80,Maine,L,Charcoal,Fall,2.7,Yes,Standard,No,No,25,Debit Card,Fortnightly
960,26,Male,Jeans,Clothing,31,Texas,M,Purple,Fall,4.1,No,2-Day Shipping,No,No,4,Bank Transfer,Fortnightly
961,55,Female,Pants,Clothing,25,Louisiana,M,Turquoise,Summer,2.8,No,Express,No,Yes,32,Venmo,Weekly
962,51,Female,Dress,Clothing,37,Arkansas,M,Blue,Spring,3.0,No,Next Day Air,No,Yes,6,Cash,Quarterly
963,53,Male,Sneakers,Footwear,85,Oregon,S,Blue,Winter,3.9,Yes,Store Pickup,No,No,14,Credit Card,Quarterly
964,21,Female,Coat,Clothing,70,Kentucky,M,Green,Fall,3.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Annually
965,44,Male,Heels,Footwear,86,Missouri,XL,Black,Fall,4.0,No,Express,Yes,Yes,45,Cash,Bi-Weekly
966,20,Female,Rain Jacket,Outerwear,55,New York,L,Violet,Summer,4.8,No,2-Day Shipping,No,No,48,Bank Transfer,Annually
967,62,Male,Belt,Accessories,31,Colorado,XL,Teal,Winter,3.1,No,Standard,No,Yes,20,Credit Card,Fortnightly
968,54,Male,Parka,Outerwear,44,Arkansas,XL,Gold,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,49,Bank Transfer,Monthly
969,30,Female,Coat,Outerwear,79,Texas,M,White,Summer,4.1,Yes,2-Day Shipping,No,Yes,41,PayPal,Monthly
970,33,Female,Jewelry,Accessories,54,Texas,XL,Teal,Spring,3.1,Yes,Standard,Yes,Yes,24,Debit Card,Quarterly
971,18,Male,Boots,Footwear,83,New York,L,Red,Fall,3.0,Yes,Next Day Air,No,Yes,30,PayPal,Quarterly
972,38,Male,Sneakers,Footwear,35,Hawaii,S,Maroon,Winter,3.2,No,Free Shipping,Yes,Yes,47,Bank Transfer,Quarterly
973,31,Male,Blouse,Clothing,34,Arkansas,L,Violet,Fall,3.1,Yes,2-Day Shipping,No,No,15,Cash,Weekly
974,53,Female,Sneakers,Footwear,69,Montana,S,Pink,Winter,3.9,No,Next Day Air,Yes,Yes,6,Cash,Quarterly
975,32,Male,Hat,Accessories,41,Wyoming,M,Gold,Winter,2.5,No,Next Day Air,No,No,13,Cash,Weekly
976,23,Female,Scarf,Accessories,39,Washington,XL,Silver,Winter,3.9,No,Free Shipping,No,No,50,Debit Card,Monthly
977,38,Male,Hat,Accessories,98,Delaware,XL,Purple,Summer,2.9,Yes,2-Day Shipping,No,Yes,50,PayPal,Fortnightly
978,31,Female,Rain Jacket,Outerwear,55,Louisiana,L,Olive,Fall,4.0,No,Express,Yes,Yes,41,Bank Transfer,Weekly
979,46,Male,Hat,Accessories,64,Hawaii,XL,Gray,Fall,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Monthly
980,32,Female,Parka,Outerwear,81,Wyoming,M,Olive,Spring,4.6,No,Standard,Yes,Yes,48,Cash,Weekly
981,63,Male,Pants,Clothing,26,West Virginia,S,Red,Summer,3.6,No,Free Shipping,No,No,11,Cash,Quarterly
982,37,Male,Shirt,Clothing,31,Florida,S,Pink,Summer,3.9,No,Free Shipping,Yes,Yes,1,Cash,Annually
983,63,Male,Sweater,Clothing,54,Wyoming,S,Lavender,Summer,4.3,Yes,2-Day Shipping,Yes,Yes,15,Venmo,Monthly
984,28,Female,Pants,Clothing,84,Maine,XL,Turquoise,Spring,2.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Annually
985,68,Female,Sunglasses,Accessories,78,Wyoming,S,Olive,Spring,4.1,Yes,Express,No,Yes,0,Credit Card,Quarterly
986,51,Female,Hat,Accessories,89,Washington,XL,Red,Fall,4.9,No,2-Day Shipping,No,No,33,PayPal,Fortnightly
987,50,Female,Sandals,Footwear,46,Massachusetts,L,Violet,Winter,4.0,No,Next Day Air,No,No,23,Venmo,Monthly
988,49,Male,Shirt,Clothing,75,Arizona,M,Lavender,Spring,4.1,No,Next Day Air,Yes,Yes,9,Venmo,Fortnightly
989,46,Female,Scarf,Accessories,79,Colorado,XL,Green,Spring,3.7,No,Express,Yes,Yes,9,Bank Transfer,Weekly
990,36,Female,Coat,Clothing,79,Delaware,XL,Black,Summer,3.4,No,Express,No,Yes,22,Credit Card,Fortnightly
991,37,Male,Sweater,Clothing,38,Washington,L,Maroon,Winter,3.8,No,Express,No,No,21,Debit Card,Quarterly
992,40,Female,Parka,Outerwear,26,Mississippi,S,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,9,PayPal,Monthly
993,60,Female,Coat,Outerwear,38,Arizona,M,Black,Fall,3.2,Yes,Express,Yes,Yes,19,Venmo,Fortnightly
994,30,Female,Flats,Footwear,39,New Hampshire,L,Purple,Winter,5.0,Yes,Express,No,No,50,Venmo,Fortnightly
995,47,Male,Handbag,Accessories,30,Georgia,XL,Teal,Summer,4.6,No,2-Day Shipping,No,No,33,Cash,Bi-Weekly
996,61,Female,Sneakers,Footwear,22,New Hampshire,XL,Gold,Summer,4.8,No,Next Day Air,No,Yes,37,Credit Card,Monthly
997,24,Male,Sneakers,Footwear,51,New York,M,White,Summer,3.5,No,Next Day Air,No,No,5,Cash,Fortnightly
998,57,Female,Coat,Clothing,27,New Hampshire,XL,Charcoal,Spring,3.5,Yes,Standard,No,Yes,19,Cash,Quarterly
999,49,Female,Flats,Footwear,75,Louisiana,L,Olive,Spring,3.3,No,2-Day Shipping,No,Yes,6,Venmo,Weekly
1000,68,Male,Heels,Footwear,74,Alabama,S,Turquoise,Winter,2.5,Yes,Express,Yes,Yes,18,Credit Card,Bi-Weekly
